City,State short,State full,County
Lilbourn,MO,Missouri,NEW MADRID
Malden,MO,Missouri,DUNKLIN
Marston,MO,Missouri,NEW MADRID
Matthews,MO,Missouri,NEW MADRID
Morehouse,MO,Missouri,NEW MADRID
New Madrid,MO,Missouri,NEW MADRID
Parma,MO,Missouri,NEW MADRID
Portageville,MO,Missouri,NEW MADRID
Risco,MO,Missouri,NEW MADRID
Rives,MO,Missouri,DUNKLIN
Senath,MO,Missouri,DUNKLIN
Steele,MO,Missouri,PEMISCOT
Tallapoosa,MO,Missouri,NEW MADRID
Wardell,MO,Missouri,PEMISCOT
Whiteoak,MO,Missouri,DUNKLIN
Wolf Island,MO,Missouri,MISSISSIPPI
Wyatt,MO,Missouri,MISSISSIPPI
Poplar Bluff,MO,Missouri,BUTLER
Briar,MO,Missouri,RIPLEY
Broseley,MO,Missouri,BUTLER
Campbell,MO,Missouri,DUNKLIN
Clubb,MO,Missouri,WAYNE
Doniphan,MO,Missouri,RIPLEY
Dudley,MO,Missouri,STODDARD
Ellsinore,MO,Missouri,CARTER
Fagus,MO,Missouri,BUTLER
Fairdealing,MO,Missouri,RIPLEY
Fisk,MO,Missouri,BUTLER
Fremont,MO,Missouri,CARTER
Gatewood,MO,Missouri,RIPLEY
Grandin,MO,Missouri,CARTER
Greenville,MO,Missouri,WAYNE
Harviell,MO,Missouri,BUTLER
Lodi,MO,Missouri,WAYNE
Lowndes,MO,Missouri,WAYNE
Mill Spring,MO,Missouri,WAYNE
Naylor,MO,Missouri,RIPLEY
Neelyville,MO,Missouri,BUTLER
Oxly,MO,Missouri,RIPLEY
Patterson,MO,Missouri,WAYNE
Piedmont,MO,Missouri,WAYNE
Puxico,MO,Missouri,STODDARD
Qulin,MO,Missouri,BUTLER
Rombauer,MO,Missouri,BUTLER
Shook,MO,Missouri,WAYNE
Silva,MO,Missouri,WAYNE
Van Buren,MO,Missouri,CARTER
Wappapello,MO,Missouri,WAYNE
Williamsville,MO,Missouri,WAYNE
Alma,MO,Missouri,LAFAYETTE
Lees Summit,MO,Missouri,JACKSON
Bates City,MO,Missouri,LAFAYETTE
Belton,MO,Missouri,CASS
Blue Springs,MO,Missouri,JACKSON
Buckner,MO,Missouri,JACKSON
Camden,MO,Missouri,RAY
Camden Point,MO,Missouri,PLATTE
Centerview,MO,Missouri,JOHNSON
Concordia,MO,Missouri,LAFAYETTE
Corder,MO,Missouri,LAFAYETTE
Dover,MO,Missouri,LAFAYETTE
Excelsior Springs,MO,Missouri,CLAY
Farley,MO,Missouri,PLATTE
Grain Valley,MO,Missouri,JACKSON
Grandview,MO,Missouri,JACKSON
Greenwood,MO,Missouri,JACKSON
Hardin,MO,Missouri,RAY
Henrietta,MO,Missouri,RAY
Higginsville,MO,Missouri,LAFAYETTE
Holden,MO,Missouri,JOHNSON
Holt,MO,Missouri,CLAY
Independence,MO,Missouri,JACKSON
Kearney,MO,Missouri,CLAY
Kingsville,MO,Missouri,JOHNSON
Lawson,MO,Missouri,RAY
LS,MO,Missouri,JACKSON
Levasy,MO,Missouri,JACKSON
Lexington,MO,Missouri,LAFAYETTE
Liberty,MO,Missouri,CLAY
Lone Jack,MO,Missouri,JACKSON
Mayview,MO,Missouri,LAFAYETTE
Missouri City,MO,Missouri,CLAY
Mosby,MO,Missouri,CLAY
Napoleon,MO,Missouri,LAFAYETTE
Oak Grove,MO,Missouri,JACKSON
Odessa,MO,Missouri,LAFAYETTE
Orrick,MO,Missouri,RAY
Peculiar,MO,Missouri,CASS
Platte City,MO,Missouri,PLATTE
Pleasant Hill,MO,Missouri,CASS
Raymore,MO,Missouri,CASS
Rayville,MO,Missouri,RAY
Richmond,MO,Missouri,RAY
Sibley,MO,Missouri,JACKSON
Smithville,MO,Missouri,CLAY
Strasburg,MO,Missouri,CASS
Waldron,MO,Missouri,PLATTE
Warrensburg,MO,Missouri,JOHNSON
Waverly,MO,Missouri,LAFAYETTE
Wellington,MO,Missouri,LAFAYETTE
Weston,MO,Missouri,PLATTE
Kansas City,MO,Missouri,JACKSON
Kansas City,MO,Missouri,CLAY
N KC,MO,Missouri,CLAY
KC,MO,Missouri,CLAY
NKC,MO,Missouri,CLAY
Riverside,MO,Missouri,PLATTE
Kansas City,MO,Missouri,PLATTE
Agency,MO,Missouri,BUCHANAN
Albany,MO,Missouri,GENTRY
Allendale,MO,Missouri,WORTH
Amazonia,MO,Missouri,ANDREW
Amity,MO,Missouri,DEKALB
Barnard,MO,Missouri,NODAWAY
Bethany,MO,Missouri,HARRISON
Blythedale,MO,Missouri,HARRISON
Bolckow,MO,Missouri,ANDREW
Burlington Junction,MO,Missouri,NODAWAY
Cameron,MO,Missouri,CLINTON
Clarksdale,MO,Missouri,DEKALB
Clearmont,MO,Missouri,NODAWAY
Clyde,MO,Missouri,NODAWAY
Conception,MO,Missouri,NODAWAY
Conception Junction,MO,Missouri,NODAWAY
Cosby,MO,Missouri,ANDREW
Craig,MO,Missouri,HOLT
Darlington,MO,Missouri,GENTRY
Dearborn,MO,Missouri,PLATTE
De Kalb,MO,Missouri,BUCHANAN
Denver,MO,Missouri,WORTH
Eagleville,MO,Missouri,HARRISON
Easton,MO,Missouri,BUCHANAN
Edgerton,MO,Missouri,PLATTE
Elmo,MO,Missouri,NODAWAY
Fairfax,MO,Missouri,ATCHISON
Faucett,MO,Missouri,BUCHANAN
Fillmore,MO,Missouri,ANDREW
Forest City,MO,Missouri,HOLT
Gentry,MO,Missouri,GENTRY
Gower,MO,Missouri,CLINTON
Graham,MO,Missouri,NODAWAY
Grant City,MO,Missouri,WORTH
Guilford,MO,Missouri,NODAWAY
Hatfield,MO,Missouri,HARRISON
Helena,MO,Missouri,ANDREW
Hopkins,MO,Missouri,NODAWAY
King City,MO,Missouri,GENTRY
Lathrop,MO,Missouri,CLINTON
Maitland,MO,Missouri,HOLT
Martinsville,MO,Missouri,HARRISON
Maryville,MO,Missouri,NODAWAY
Maysville,MO,Missouri,DEKALB
Mound City,MO,Missouri,HOLT
New Hampton,MO,Missouri,HARRISON
Oregon,MO,Missouri,HOLT
Osborn,MO,Missouri,DEKALB
Parnell,MO,Missouri,NODAWAY
Pickering,MO,Missouri,NODAWAY
Plattsburg,MO,Missouri,CLINTON
Ravenwood,MO,Missouri,NODAWAY
Rea,MO,Missouri,ANDREW
Ridgeway,MO,Missouri,HARRISON
Rock Port,MO,Missouri,ATCHISON
Rosendale,MO,Missouri,ANDREW
Rushville,MO,Missouri,BUCHANAN
Savannah,MO,Missouri,ANDREW
Sheridan,MO,Missouri,WORTH
Skidmore,MO,Missouri,NODAWAY
Stanberry,MO,Missouri,GENTRY
Stewartsville,MO,Missouri,DEKALB
Tarkio,MO,Missouri,ATCHISON
Trimble,MO,Missouri,CLINTON
Turney,MO,Missouri,CLINTON
Union Star,MO,Missouri,DEKALB
Watson,MO,Missouri,ATCHISON
Weatherby,MO,Missouri,DEKALB
Westboro,MO,Missouri,ATCHISON
Worth,MO,Missouri,WORTH
Saint Joseph,MO,Missouri,BUCHANAN
Chillicothe,MO,Missouri,LIVINGSTON
Altamont,MO,Missouri,DAVIESS
Bogard,MO,Missouri,CARROLL
Bosworth,MO,Missouri,CARROLL
Braymer,MO,Missouri,CALDWELL
Breckenridge,MO,Missouri,CALDWELL
Brookfield,MO,Missouri,LINN
Browning,MO,Missouri,LINN
Bucklin,MO,Missouri,LINN
Cainsville,MO,Missouri,HARRISON
Carrollton,MO,Missouri,CARROLL
Chula,MO,Missouri,LIVINGSTON
Coffey,MO,Missouri,DAVIESS
Cowgill,MO,Missouri,CALDWELL
Dawn,MO,Missouri,LIVINGSTON
De Witt,MO,Missouri,CARROLL
Gallatin,MO,Missouri,DAVIESS
Galt,MO,Missouri,GRUNDY
Gilman City,MO,Missouri,HARRISON
Hale,MO,Missouri,CARROLL
Hamilton,MO,Missouri,CALDWELL
Harris,MO,Missouri,SULLIVAN
Humphreys,MO,Missouri,SULLIVAN
Jameson,MO,Missouri,DAVIESS
Jamesport,MO,Missouri,DAVIESS
Kidder,MO,Missouri,CALDWELL
Kingston,MO,Missouri,CALDWELL
Laclede,MO,Missouri,LINN
Laredo,MO,Missouri,GRUNDY
Linneus,MO,Missouri,LINN
Lock Springs,MO,Missouri,DAVIESS
Lucerne,MO,Missouri,PUTNAM
Ludlow,MO,Missouri,LIVINGSTON
Mc Fall,MO,Missouri,GENTRY
Marceline,MO,Missouri,LINN
Meadville,MO,Missouri,LINN
Mendon,MO,Missouri,CHARITON
Mercer,MO,Missouri,MERCER
Mooresville,MO,Missouri,LIVINGSTON
Newtown,MO,Missouri,SULLIVAN
Norborne,MO,Missouri,CARROLL
Pattonsburg,MO,Missouri,DAVIESS
Polo,MO,Missouri,CALDWELL
Powersville,MO,Missouri,PUTNAM
Princeton,MO,Missouri,MERCER
Purdin,MO,Missouri,LINN
Rothville,MO,Missouri,CHARITON
Spickard,MO,Missouri,GRUNDY
Stet,MO,Missouri,CARROLL
Sumner,MO,Missouri,CHARITON
Tina,MO,Missouri,CARROLL
Trenton,MO,Missouri,GRUNDY
Utica,MO,Missouri,LIVINGSTON
Wheeling,MO,Missouri,LIVINGSTON
Winston,MO,Missouri,DAVIESS
Harrisonville,MO,Missouri,CASS
Adrian,MO,Missouri,BATES
Amoret,MO,Missouri,BATES
Amsterdam,MO,Missouri,BATES
Appleton City,MO,Missouri,SAINT CLAIR
Archie,MO,Missouri,CASS
Blairstown,MO,Missouri,HENRY
Bronaugh,MO,Missouri,VERNON
Butler,MO,Missouri,BATES
Chilhowee,MO,Missouri,JOHNSON
Cleveland,MO,Missouri,CASS
Clinton,MO,Missouri,HENRY
Collins,MO,Missouri,SAINT CLAIR
Creighton,MO,Missouri,HENRY
Deepwater,MO,Missouri,HENRY
Deerfield,MO,Missouri,VERNON
Drexel,MO,Missouri,BATES
East Lynne,MO,Missouri,CASS
El Dorado Springs,MO,Missouri,CEDAR
Foster,MO,Missouri,BATES
Freeman,MO,Missouri,CASS
Garden City,MO,Missouri,CASS
Golden City,MO,Missouri,BARTON
Harwood,MO,Missouri,VERNON
Hume,MO,Missouri,BATES
Jasper,MO,Missouri,JASPER
Jerico Springs,MO,Missouri,CEDAR
Lamar,MO,Missouri,BARTON
Leeton,MO,Missouri,JOHNSON
Liberal,MO,Missouri,BARTON
Lowry City,MO,Missouri,SAINT CLAIR
Metz,MO,Missouri,VERNON
Milford,MO,Missouri,BARTON
Milo,MO,Missouri,VERNON
Mindenmines,MO,Missouri,BARTON
Montrose,MO,Missouri,HENRY
Moundville,MO,Missouri,VERNON
Nevada,MO,Missouri,VERNON
Osceola,MO,Missouri,SAINT CLAIR
Richards,MO,Missouri,VERNON
Rich Hill,MO,Missouri,BATES
Rockville,MO,Missouri,BATES
Roscoe,MO,Missouri,SAINT CLAIR
Schell City,MO,Missouri,VERNON
Sheldon,MO,Missouri,VERNON
Urich,MO,Missouri,HENRY
Walker,MO,Missouri,VERNON
Joplin,MO,Missouri,JASPER
Alba,MO,Missouri,JASPER
Anderson,MO,Missouri,MCDONALD
Asbury,MO,Missouri,BARTON
Avilla,MO,Missouri,JASPER
Carl Junction,MO,Missouri,JASPER
Carterville,MO,Missouri,JASPER
Carthage,MO,Missouri,JASPER
Diamond,MO,Missouri,NEWTON
Duenweg,MO,Missouri,JASPER
Fairview,MO,Missouri,NEWTON
Goodman,MO,Missouri,MCDONALD
Granby,MO,Missouri,NEWTON
Lanagan,MO,Missouri,MCDONALD
La Russell,MO,Missouri,LAWRENCE
Neck City,MO,Missouri,JASPER
Neosho,MO,Missouri,NEWTON
Newtonia,MO,Missouri,NEWTON
Noel,MO,Missouri,MCDONALD
Oronogo,MO,Missouri,JASPER
Pineville,MO,Missouri,MCDONALD
Purcell,MO,Missouri,JASPER
Racine,MO,Missouri,NEWTON
Reeds,MO,Missouri,JASPER
Rocky Comfort,MO,Missouri,MCDONALD
Sarcoxie,MO,Missouri,JASPER
South West City,MO,Missouri,MCDONALD
Saginaw,MO,Missouri,NEWTON
Seneca,MO,Missouri,NEWTON
Stark City,MO,Missouri,NEWTON
Stella,MO,Missouri,NEWTON
Tiff City,MO,Missouri,MCDONALD
Webb City,MO,Missouri,JASPER
Wentworth,MO,Missouri,LAWRENCE
Wheaton,MO,Missouri,BARRY
Argyle,MO,Missouri,OSAGE
Ashland,MO,Missouri,BOONE
Barnett,MO,Missouri,MORGAN
Belle,MO,Missouri,MARIES
Bland,MO,Missouri,GASCONADE
Bonnots Mill,MO,Missouri,OSAGE
Brumley,MO,Missouri,MILLER
California,MO,Missouri,MONITEAU
Camdenton,MO,Missouri,CAMDEN
Centertown,MO,Missouri,COLE
Chamois,MO,Missouri,OSAGE
Clarksburg,MO,Missouri,MONITEAU
Eldon,MO,Missouri,MILLER
Eugene,MO,Missouri,COLE
Fortuna,MO,Missouri,MONITEAU
Freeburg,MO,Missouri,OSAGE
Gasconade,MO,Missouri,GASCONADE
Gravois Mills,MO,Missouri,MORGAN
Laurie,MO,Missouri,MORGAN
Hartsburg,MO,Missouri,BOONE
Henley,MO,Missouri,COLE
Hermann,MO,Missouri,GASCONADE
High Point,MO,Missouri,MONITEAU
Holts Summit,MO,Missouri,CALLAWAY
Jamestown,MO,Missouri,MONITEAU
Kaiser,MO,Missouri,MILLER
Koeltztown,MO,Missouri,OSAGE
Lake Ozark,MO,Missouri,CAMDEN
Latham,MO,Missouri,MONITEAU
Linn,MO,Missouri,OSAGE
Linn Creek,MO,Missouri,CAMDEN
Lohman,MO,Missouri,COLE
Loose Creek,MO,Missouri,OSAGE
Mc Girk,MO,Missouri,MONITEAU
Meta,MO,Missouri,OSAGE
Mokane,MO,Missouri,CALLAWAY
Morrison,MO,Missouri,GASCONADE
Mount Sterling,MO,Missouri,GASCONADE
New Bloomfield,MO,Missouri,CALLAWAY
Olean,MO,Missouri,MILLER
Osage Beach,MO,Missouri,CAMDEN
Owensville,MO,Missouri,GASCONADE
Portland,MO,Missouri,CALLAWAY
Prairie Home,MO,Missouri,COOPER
Rhineland,MO,Missouri,MONTGOMERY
Rocky Mount,MO,Missouri,MORGAN
Russellville,MO,Missouri,COLE
Saint Elizabeth,MO,Missouri,MILLER
Saint Thomas,MO,Missouri,COLE
Steedman,MO,Missouri,CALLAWAY
Stover,MO,Missouri,MORGAN
Sunrise Beach,MO,Missouri,CAMDEN
Tebbetts,MO,Missouri,CALLAWAY
Tipton,MO,Missouri,MONITEAU
Tuscumbia,MO,Missouri,MILLER
Ulman,MO,Missouri,MILLER
Versailles,MO,Missouri,MORGAN
Westphalia,MO,Missouri,OSAGE
Jefferson City,MO,Missouri,COLE
Columbia,MO,Missouri,BOONE
Armstrong,MO,Missouri,HOWARD
Auxvasse,MO,Missouri,CALLAWAY
Benton City,MO,Missouri,AUDRAIN
Boonville,MO,Missouri,COOPER
Brunswick,MO,Missouri,CHARITON
Bunceton,MO,Missouri,COOPER
Cairo,MO,Missouri,RANDOLPH
Centralia,MO,Missouri,BOONE
Clark,MO,Missouri,RANDOLPH
Clifton Hill,MO,Missouri,RANDOLPH
Dalton,MO,Missouri,CHARITON
Excello,MO,Missouri,MACON
Fayette,MO,Missouri,HOWARD
Franklin,MO,Missouri,HOWARD
Fulton,MO,Missouri,CALLAWAY
Glasgow,MO,Missouri,HOWARD
Hallsville,MO,Missouri,BOONE
Harrisburg,MO,Missouri,BOONE
Higbee,MO,Missouri,RANDOLPH
Holliday,MO,Missouri,MONROE
Huntsville,MO,Missouri,RANDOLPH
Jacksonville,MO,Missouri,RANDOLPH
Keytesville,MO,Missouri,CHARITON
Kingdom City,MO,Missouri,CALLAWAY
Madison,MO,Missouri,MONROE
Martinsburg,MO,Missouri,AUDRAIN
Mexico,MO,Missouri,AUDRAIN
Moberly,MO,Missouri,RANDOLPH
New Franklin,MO,Missouri,HOWARD
Paris,MO,Missouri,MONROE
Pilot Grove,MO,Missouri,COOPER
Renick,MO,Missouri,RANDOLPH
Rocheport,MO,Missouri,BOONE
Rush Hill,MO,Missouri,AUDRAIN
Salisbury,MO,Missouri,CHARITON
Santa Fe,MO,Missouri,MONROE
Stoutsville,MO,Missouri,MONROE
Sturgeon,MO,Missouri,BOONE
Thompson,MO,Missouri,AUDRAIN
Triplett,MO,Missouri,CHARITON
Wooldridge,MO,Missouri,COOPER
Sedalia,MO,Missouri,PETTIS
Whiteman Air Force Base,MO,Missouri,JOHNSON
Arrow Rock,MO,Missouri,SALINE
Blackburn,MO,Missouri,SALINE
Blackwater,MO,Missouri,COOPER
Calhoun,MO,Missouri,HENRY
Climax Springs,MO,Missouri,CAMDEN
Cole Camp,MO,Missouri,BENTON
Edwards,MO,Missouri,BENTON
Emma,MO,Missouri,LAFAYETTE
Florence,MO,Missouri,MORGAN
Gilliam,MO,Missouri,SALINE
Green Ridge,MO,Missouri,PETTIS
Houstonia,MO,Missouri,PETTIS
Hughesville,MO,Missouri,PETTIS
Ionia,MO,Missouri,BENTON
Knob Noster,MO,Missouri,JOHNSON
La Monte,MO,Missouri,PETTIS
Lincoln,MO,Missouri,BENTON
Malta Bend,MO,Missouri,SALINE
Marshall,MO,Missouri,SALINE
Miami,MO,Missouri,SALINE
Mora,MO,Missouri,PETTIS
Nelson,MO,Missouri,SALINE
Otterville,MO,Missouri,COOPER
Slater,MO,Missouri,SALINE
Smithton,MO,Missouri,PETTIS
Sweet Springs,MO,Missouri,SALINE
Syracuse,MO,Missouri,MORGAN
Warsaw,MO,Missouri,BENTON
Windsor,MO,Missouri,HENRY
Rolla,MO,Missouri,PHELPS
Beulah,MO,Missouri,PHELPS
Birch Tree,MO,Missouri,SHANNON
Bixby,MO,Missouri,IRON
Boss,MO,Missouri,DENT
Bourbon,MO,Missouri,CRAWFORD
Brinktown,MO,Missouri,MARIES
Bucyrus,MO,Missouri,TEXAS
Cherryville,MO,Missouri,CRAWFORD
Cook Sta,MO,Missouri,CRAWFORD
Crocker,MO,Missouri,PULASKI
Cuba,MO,Missouri,CRAWFORD
Davisville,MO,Missouri,CRAWFORD
Devils Elbow,MO,Missouri,PULASKI
Dixon,MO,Missouri,PULASKI
Duke,MO,Missouri,PHELPS
Edgar Springs,MO,Missouri,PHELPS
Eldridge,MO,Missouri,LACLEDE
Elk Creek,MO,Missouri,TEXAS
Eminence,MO,Missouri,SHANNON
Eunice,MO,Missouri,TEXAS
Falcon,MO,Missouri,LACLEDE
Fort Leonard Wood,MO,Missouri,PULASKI
Hartshorn,MO,Missouri,TEXAS
Houston,MO,Missouri,TEXAS
Huggins,MO,Missouri,TEXAS
Iberia,MO,Missouri,MILLER
Jadwin,MO,Missouri,DENT
Jerome,MO,Missouri,PHELPS
Lake Spring,MO,Missouri,DENT
Laquey,MO,Missouri,PULASKI
Leasburg,MO,Missouri,CRAWFORD
Lebanon,MO,Missouri,LACLEDE
Lenox,MO,Missouri,DENT
Licking,MO,Missouri,TEXAS
Lynchburg,MO,Missouri,LACLEDE
Montier,MO,Missouri,SHANNON
Mountain View,MO,Missouri,HOWELL
Newburg,MO,Missouri,PHELPS
Plato,MO,Missouri,TEXAS
Raymondville,MO,Missouri,TEXAS
Richland,MO,Missouri,PULASKI
Roby,MO,Missouri,TEXAS
Saint James,MO,Missouri,PHELPS
Salem,MO,Missouri,DENT
Solo,MO,Missouri,TEXAS
Steelville,MO,Missouri,CRAWFORD
Viburnum,MO,Missouri,IRON
Stoutland,MO,Missouri,LACLEDE
Success,MO,Missouri,TEXAS
Summersville,MO,Missouri,TEXAS
Vichy,MO,Missouri,MARIES
Vienna,MO,Missouri,MARIES
Waynesville,MO,Missouri,PULASKI
Saint Robert,MO,Missouri,PULASKI
Wesco,MO,Missouri,CRAWFORD
Winona,MO,Missouri,SHANNON
Yukon,MO,Missouri,TEXAS
Long Lane,MO,Missouri,DALLAS
Montreal,MO,Missouri,CAMDEN
Aldrich,MO,Missouri,POLK
Arcola,MO,Missouri,DADE
Ash Grove,MO,Missouri,GREENE
Aurora,MO,Missouri,LAWRENCE
Alton,MO,Missouri,OREGON
Caplinger Mills,MO,Missouri,CEDAR
Ava,MO,Missouri,DOUGLAS
Bakersfield,MO,Missouri,OZARK
Billings,MO,Missouri,CHRISTIAN
Blue Eye,MO,Missouri,STONE
Bois D Arc,MO,Missouri,GREENE
Bolivar,MO,Missouri,POLK
Bradleyville,MO,Missouri,TANEY
Branson,MO,Missouri,TANEY
Brighton,MO,Missouri,POLK
Brixey,MO,Missouri,OZARK
Brookline,MO,Missouri,GREENE
Bruner,MO,Missouri,CHRISTIAN
Buffalo,MO,Missouri,DALLAS
Butterfield,MO,Missouri,BARRY
Cape Fair,MO,Missouri,STONE
Cassville,MO,Missouri,BARRY
Caulfield,MO,Missouri,HOWELL
Cedarcreek,MO,Missouri,TANEY
Chadwick,MO,Missouri,CHRISTIAN
Chestnutridge,MO,Missouri,CHRISTIAN
Clever,MO,Missouri,CHRISTIAN
Conway,MO,Missouri,LACLEDE
Crane,MO,Missouri,STONE
Cross Timbers,MO,Missouri,HICKORY
Dadeville,MO,Missouri,DADE
Diggins,MO,Missouri,WEBSTER
Dora,MO,Missouri,OZARK
Drury,MO,Missouri,DOUGLAS
Dunnegan,MO,Missouri,POLK
Eagle Rock,MO,Missouri,BARRY
Elkland,MO,Missouri,DALLAS
Eudora,MO,Missouri,POLK
Everton,MO,Missouri,DADE
Exeter,MO,Missouri,BARRY
Fair Grove,MO,Missouri,GREENE
Fair Play,MO,Missouri,POLK
Flemington,MO,Missouri,POLK
Fordland,MO,Missouri,WEBSTER
Forsyth,MO,Missouri,TANEY
Freistatt,MO,Missouri,LAWRENCE
Gainesville,MO,Missouri,OZARK
Galena,MO,Missouri,STONE
Garrison,MO,Missouri,CHRISTIAN
Golden,MO,Missouri,BARRY
Graff,MO,Missouri,WRIGHT
Greenfield,MO,Missouri,DADE
Grovespring,MO,Missouri,WRIGHT
Half Way,MO,Missouri,POLK
Halltown,MO,Missouri,LAWRENCE
Hardenville,MO,Missouri,OZARK
Hartville,MO,Missouri,WRIGHT
Hermitage,MO,Missouri,HICKORY
Highlandville,MO,Missouri,CHRISTIAN
Hollister,MO,Missouri,TANEY
Humansville,MO,Missouri,POLK
Hurley,MO,Missouri,STONE
Isabella,MO,Missouri,OZARK
Kirbyville,MO,Missouri,TANEY
Kissee Mills,MO,Missouri,TANEY
Lampe,MO,Missouri,STONE
Lockwood,MO,Missouri,DADE
Louisburg,MO,Missouri,DALLAS
Kimberling City,MO,Missouri,STONE
Brandsville,MO,Missouri,HOWELL
Cabool,MO,Missouri,TEXAS
Couch,MO,Missouri,OREGON
Koshkonong,MO,Missouri,OREGON
Mc Clurg,MO,Missouri,DOUGLAS
Macomb,MO,Missouri,WRIGHT
Mansfield,MO,Missouri,WRIGHT
Marionville,MO,Missouri,LAWRENCE
Marshfield,MO,Missouri,WEBSTER
Miller,MO,Missouri,LAWRENCE
Monett,MO,Missouri,BARRY
Morrisville,MO,Missouri,POLK
Mountain Grove,MO,Missouri,WRIGHT
Mount Vernon,MO,Missouri,LAWRENCE
Niangua,MO,Missouri,WEBSTER
Nixa,MO,Missouri,CHRISTIAN
Noble,MO,Missouri,OZARK
Norwood,MO,Missouri,WRIGHT
Oldfield,MO,Missouri,CHRISTIAN
Ozark,MO,Missouri,CHRISTIAN
Phillipsburg,MO,Missouri,LACLEDE
Pierce City,MO,Missouri,LAWRENCE
Pittsburg,MO,Missouri,HICKORY
Pleasant Hope,MO,Missouri,GREENE
Point Lookout,MO,Missouri,TANEY
Polk,MO,Missouri,POLK
Ponce De Leon,MO,Missouri,STONE
Pontiac,MO,Missouri,OZARK
Powell,MO,Missouri,MCDONALD
Powersite,MO,Missouri,TANEY
Preston,MO,Missouri,HICKORY
Protem,MO,Missouri,TANEY
Purdy,MO,Missouri,BARRY
Quincy,MO,Missouri,HICKORY
Reeds Spring,MO,Missouri,STONE
Republic,MO,Missouri,GREENE
Ridgedale,MO,Missouri,TANEY
Rockaway Beach,MO,Missouri,TANEY
Rockbridge,MO,Missouri,OZARK
Rogersville,MO,Missouri,WEBSTER
Rueter,MO,Missouri,TANEY
Seligman,MO,Missouri,BARRY
Seymour,MO,Missouri,WEBSTER
Shell Knob,MO,Missouri,BARRY
South Greenfield,MO,Missouri,DADE
Sparta,MO,Missouri,CHRISTIAN
Spokane,MO,Missouri,CHRISTIAN
Squires,MO,Missouri,DOUGLAS
Stotts City,MO,Missouri,LAWRENCE
Strafford,MO,Missouri,GREENE
Taneyville,MO,Missouri,TANEY
Tecumseh,MO,Missouri,OZARK
Theodosia,MO,Missouri,OZARK
Thornfield,MO,Missouri,OZARK
Tunas,MO,Missouri,DALLAS
Turners,MO,Missouri,GREENE
Udall,MO,Missouri,OZARK
Urbana,MO,Missouri,DALLAS
Vanzant,MO,Missouri,DOUGLAS
Verona,MO,Missouri,LAWRENCE
Walnut Grove,MO,Missouri,GREENE
Walnut Shade,MO,Missouri,TANEY
Washburn,MO,Missouri,BARRY
Wasola,MO,Missouri,OZARK
Weaubleau,MO,Missouri,HICKORY
West Plains,MO,Missouri,HOWELL
South Fork,MO,Missouri,HOWELL
Moody,MO,Missouri,HOWELL
Myrtle,MO,Missouri,OREGON
Wheatland,MO,Missouri,HICKORY
Willard,MO,Missouri,GREENE
Windyville,MO,Missouri,DALLAS
Zanoni,MO,Missouri,OZARK
Stockton,MO,Missouri,CEDAR
Macks Creek,MO,Missouri,CAMDEN
Roach,MO,Missouri,CAMDEN
Peace Valley,MO,Missouri,HOWELL
Pomona,MO,Missouri,HOWELL
Pottersville,MO,Missouri,HOWELL
Thayer,MO,Missouri,OREGON
Willow Springs,MO,Missouri,HOWELL
Springfield,MO,Missouri,GREENE
SMSU,MO,Missouri,GREENE
Atchison,KS,Kansas,ATCHISON
Baldwin City,KS,Kansas,DOUGLAS
Basehor,KS,Kansas,LEAVENWORTH
Bendena,KS,Kansas,DONIPHAN
Blue Mound,KS,Kansas,LINN
Bonner Springs,KS,Kansas,WYANDOTTE
Bucyrus,KS,Kansas,MIAMI
Centerville,KS,Kansas,ANDERSON
Colony,KS,Kansas,ANDERSON
Cummings,KS,Kansas,ATCHISON
Denton,KS,Kansas,DONIPHAN
De Soto,KS,Kansas,JOHNSON
Clearview City,KS,Kansas,JOHNSON
Easton,KS,Kansas,LEAVENWORTH
Edgerton,KS,Kansas,JOHNSON
Effingham,KS,Kansas,ATCHISON
Elwood,KS,Kansas,DONIPHAN
Eudora,KS,Kansas,DOUGLAS
Fontana,KS,Kansas,MIAMI
Fort Leavenworth,KS,Kansas,LEAVENWORTH
Gardner,KS,Kansas,JOHNSON
New Century,KS,Kansas,JOHNSON
Garnett,KS,Kansas,ANDERSON
Greeley,KS,Kansas,ANDERSON
Highland,KS,Kansas,DONIPHAN
Hillsdale,KS,Kansas,MIAMI
Kincaid,KS,Kansas,ANDERSON
Lacygne,KS,Kansas,LINN
Lancaster,KS,Kansas,ATCHISON
Lane,KS,Kansas,FRANKLIN
Lansing,KS,Kansas,LEAVENWORTH
Lawrence,KS,Kansas,DOUGLAS
Leavenworth,KS,Kansas,LEAVENWORTH
Lecompton,KS,Kansas,DOUGLAS
Olathe,KS,Kansas,JOHNSON
Linwood,KS,Kansas,LEAVENWORTH
Louisburg,KS,Kansas,MIAMI
Mc Louth,KS,Kansas,JEFFERSON
Mound City,KS,Kansas,LINN
Muscotah,KS,Kansas,ATCHISON
Nortonville,KS,Kansas,JEFFERSON
Osawatomie,KS,Kansas,MIAMI
Oskaloosa,KS,Kansas,JEFFERSON
Ottawa,KS,Kansas,FRANKLIN
Ozawkie,KS,Kansas,JEFFERSON
Paola,KS,Kansas,MIAMI
Parker,KS,Kansas,LINN
Perry,KS,Kansas,JEFFERSON
Pleasanton,KS,Kansas,LINN
Pomona,KS,Kansas,FRANKLIN
